*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=steelsquid_IO_v1_0
*Date=09:59:53
*CreatedBy=Fritzing 0.9.1b.11.19.8d2d5970658f0bed09c661c9ea9a515b5f40f44c
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
977;;;7.1501;-99.0602;0;Bottom;Copper Fill121
978;;;78.7654;-79.4387;0;Bottom;Copper Fill88
979;;;59.7372;-37.9267;0;Bottom;TXT1
980;;;30.9871;-4.73091;0;Bottom;TXT1
981;;;80.4484;-89.7978;0;Bottom;IMG16
982;;;7.01192;-25.1334;-90;Bottom;TXT1
983;;THT;117.781;-92.5211;0;Bottom;UART130
984;;THT;105.057;-64.8633;180;Bottom;J104
985;;;102.349;-2.9466;0;Bottom;Copper Fill164
986;;;108.61;-49.8731;0;Bottom;Copper Fill32
987;;;82.3656;-58.0994;90;Bottom;TXT2
988;;;108.09;-40.3354;0;Bottom;Copper Fill133
989;;;51.8787;-82.3877;-90;Bottom;TXT1
990;;;52.9167;-23.8706;0;Top;Pad24
991;;;29.4217;-30.2206;0;Bottom;Via135
992;;;65.3948;-79.5026;0;Bottom;TXT2
993;;;19.8967;-21.9655;0;Bottom;Via103
994;;;109.023;-3.31601;0;Bottom;TXT2
995;;THT;68.0156;-71.8483;0;Bottom;UART169
996;;;31.9617;-46.4131;0;Bottom;Via260
997;;THT;75.1417;-65.1456;0;Bottom;UART223
998;;;58.2789;-91.4628;0;Bottom;Via13
999;;TO92 [THT];44.7506;-77.0201;-90;Bottom;Q1
1000;;;64.9501;-16.434;0;Bottom;TXT2
1001;;;46.1966;-1.36334;0;Bottom;TXT2
1002;;;92.455;-92.4806;0;Bottom;TXT2
1003;;;20.0659;-96.1336;0;Bottom;TXT2
1004;;;50.8;-67.5091;0;Bottom;TXT2
1005;;;86.4368;-85.9612;0;Bottom;TXT2
1006;;;28.4123;-9.67771;0;Bottom;TXT1
1007;;;42.7569;-90.9771;0;Bottom;TXT2
1008;;DIP (Dual Inline) [THT];96.1672;-52.0928;0;Bottom;MCP23020
1009;;;109.907;-44.5878;0;Bottom;TXT1
1010;;;41.8846;-19.4947;0;Bottom;Copper Fill114
1011;;;37.6736;-21.6151;0;Bottom;TXT1
1012;;;90.9788;-67.5363;0;Bottom;TXT1
1013;;;38.3117;-3.55053;0;Bottom;Via173
1014;;THT;105.057;-58.4428;0;Bottom;J110
1015;;;8.2128;-7.29033;0;Bottom;TXT2
1016;;;31.5561;-94.3797;0;Bottom;TXT1
1017;;;107.058;-67.162;0;Bottom;TXT1
1018;;;57.6422;-42.5697;-0.999999;Bottom;IMG20
1019;;;60.1039;-31.3997;-90;Bottom;TXT1
1020;;;83.9498;-67.4708;0;Top;Pad54
1021;;;35.152;-32.0404;0;Bottom;TXT1
1022;;;85.3017;-14.3455;0;Bottom;Via238
1023;;;106.445;-52.6818;0;Bottom;TXT2
1024;;;3.50437;-81.8437;0;Bottom;Via8
1025;;;88.1126;-33.4647;0;Bottom;Copper Fill20
1026;;;98.3544;-5.40842;0;Top;blkr33
1027;;THT;117.066;-44.882;180;Bottom;J118
1028;;;70.8268;-83.2707;90;Bottom;TXT2
1029;;;109.532;-59.7432;0;Bottom;TXT1
1030;;;104.491;-87.9106;90;Bottom;TXT1
1031;;;107.398;-64.763;0;Bottom;TXT1
1032;;;88.0745;-76.9114;0;Bottom;Copper Fill17
1033;;;65.5193;-73.4824;0;Bottom;Copper Fill16
1034;;;101.13;-68.885;0;Bottom;Copper Fill152
1035;;;107.429;-2.9466;0;Bottom;Copper Fill196
1036;;;73.2367;-13.7105;0;Bottom;Via197
1037;;;17.4744;-75.964;0;Bottom;Via7
1038;;;115.049;-1.0162;0;Bottom;Copper Fill209
1039;;;22.5496;-31.4951;-90;Bottom;TXT1
1040;;;45.6184;-74.7143;0;Bottom;Copper Fill3
1041;;;33.8526;-70.2255;0;Bottom;Via39
1042;;;23.5815;-6.92299;90;Bottom;TXT1
1043;;;57.3617;-79.7506;0;Bottom;Via19
1044;;;82.7382;-8.04269;0;Bottom;blkr14
1045;;;107.531;-60.8586;0;Bottom;Copper Fill29
1046;;;15.8787;-71.806;0;Bottom;TXT1
1047;;;4.32163;-14.2937;-90;Bottom;TXT2
1048;;;6.25602;-44.214;0;Top;blkr23
1049;;;99.2434;-18.1132;90;Bottom;IMG15
1050;;;30.7398;-88.4442;0;Bottom;TXT2
1051;;;84.9958;-69.265;0;Bottom;TXT2
1052;;THT;67.5217;-93.0856;90;Bottom;UART229
1053;;;94.2701;-60.8727;0;Bottom;TXT2
1054;;;113.242;-21.9655;0;Bottom;Via243
1055;;;77.4065;-80.823;0;Bottom;Copper Fill85
1056;;;41.6367;-78.4392;-90;Bottom;TXT1
1057;;;79.1649;-39.1811;0;Bottom;TXT2
1058;;;52.5151;-61.9519;-90;Bottom;TXT2
1059;;;54.8218;-75.9405;0;Bottom;Hole126
1060;;;40.2729;-21.6504;0;Bottom;TXT1
1061;;;12.2767;-19.7431;0;Bottom;Via124
1062;;;118.516;-57.4931;0;Bottom;Copper Fill127
1063;;;57.9267;-95.7865;0;Bottom;TXT2
1064;;;82.3685;-65.8782;-90;Bottom;IMG12
1065;;;47.8561;-15.4079;0;Bottom;TXT1
1066;;;15.1806;-17.4309;0;Bottom;TXT1
1067;;THT;75.1417;-42.2856;0;Bottom;UART222
1068;;;46.637;-42.1078;0;Bottom;TXT2
1069;;;14.7253;-19.9465;0;Bottom;TXT1
1070;;THT;71.4022;-86.1006;0;Bottom;UART224
1071;;;58.1657;-18.1815;-90;Bottom;TXT1
1072;;THT;113.554;-84.5181;90;Bottom;UART144
1073;;;45.2967;-26.4105;0;Bottom;Via207
1074;;;33.1456;-19.2374;0;Bottom;TXT1
1075;;;77.4065;-78.0798;0;Bottom;Copper Fill86
1076;;;28.39;-12.2753;0;Bottom;TXT1
1077;;;50.0239;-89.9106;0;Top;Pad12
1078;;;37.6805;-32.0969;0;Bottom;TXT1
1079;;THT;118.251;-69.3083;0;Bottom;UART219
1080;;;60.4438;-74.129;0;Bottom;TXT2
1081;;THT;89.8172;-57.2433;180;Bottom;J105
1082;;;56.3619;-39.294;0;Bottom;TXT2
1083;;;114.961;-24.1587;0;Bottom;TXT1
1084;;THT;89.4644;-86.1006;0;Bottom;UART175
1085;;;80.0508;-1.61981;0;Bottom;TXT2
1086;;THT;30.0567;-40.3806;-180;Bottom;UART171
1087;;;93.3704;-53.4291;0;Bottom;Copper Fill125
1088;;;41.3203;-30.3704;0;Bottom;Pad43
1089;;;86.5768;-9.63221;0;Bottom;TXT1
1090;;;114.855;-79.1155;0;Bottom;TXT2
1091;;;15.751;-85.0069;0;Bottom;TXT1
1092;;;48.8442;-89.9543;0;Bottom;Copper Fill130
1093;;;8.9408;-37.4271;0;Bottom;Copper Fill25
1094;;;78.8592;-49.6973;0;Bottom;TXT2
1095;;;53.5517;-26.4106;0;Top;Pad23
1096;;;83.5914;-44.5391;0;Bottom;Copper Fill124
1097;;;118.477;-32.7808;-90;Bottom;TXT1
1098;;;12.2301;-97.1298;0;Bottom;Copper Fill173
1099;;;55.4567;-21.3305;0;Bottom;Via177
1100;;;6.858;-32.6054;0;Bottom;TXT1
1101;;;99.5553;-78.0036;0;Bottom;Copper Fill92
1102;;;53.5517;-36.5706;0;Bottom;Via159
1103;;;61.0809;-23.4281;0;Bottom;TXT2
1104;;;15.4151;-29.5327;-90;Bottom;TXT2
1105;;;25.0179;-46.1868;-90;Bottom;TXT2
1106;;;6.858;-27.5395;0;Bottom;TXT1
1107;;;83.5914;-59.8299;0;Bottom;Copper Fill36
1108;;;30.0718;-79.8773;90;Bottom;IMG12
1109;;;40.2406;-38.6675;0;Bottom;TXT1
1110;;;94.6887;-63.8482;0;Bottom;TXT2
1111;;;12.3662;-57.4255;-90;Bottom;TXT2
1112;;THT;30.0567;-6.72556;90;Bottom;UART170
1113;;;27.1992;-38.4755;0;Bottom;Via127
1114;;;99.4835;-11.7493;0;Bottom;TXT1
1115;;;26.7304;-39.9068;0;Bottom;TXT1
1116;;;92.7921;-0.629326;0;Bottom;TXT1
1117;;;35.7063;-98.1116;0;Bottom;TXT1
1118;;;117.263;-77.6339;0;Top;blkr49
1119;;;15.1306;-98.0063;0;Bottom;TXT1
1120;;;109.969;-1.0162;0;Bottom;Copper Fill201
1121;;;17.6237;-62.5502;-90;Bottom;TXT2
1122;;;37.7983;-11.1564;-90;Bottom;TXT1
1123;;;32.1514;-67.7262;-90;Bottom;TXT1
1124;;;44.7036;-64.6493;0;Bottom;TXT2
1125;;;42.2923;-18.2448;90;Bottom;TXT2
1126;;;90.028;-20.0465;0;Bottom;TXT2
1127;;;97.4444;-43.0224;0;Bottom;TXT2
1128;;;49.7417;-79.7506;0;Bottom;Via15
1129;;;67.6841;-31.3305;-90;Bottom;TXT1
1130;;;8.72055;-21.4009;-90;Bottom;IMG19
1131;;THT;18.9442;-40.7333;0;Bottom;UART235
1132;;;45.3908;-28.1915;0;Bottom;TXT1
1133;;THT;3.38667;-52.4456;0;Bottom;UART140
1134;;;116.256;-79.4387;0;Bottom;Copper Fill94
1135;;THT;107.597;-57.1728;180;Bottom;J116
1136;;;90.97;-12.1631;0;Bottom;TXT2
1137;;;58.467;-95.6879;0;Bottom;TXT2
1138;;;73.2837;-19.3579;0;Bottom;TXT1
1139;;;5.12811;-12.2524;0;Bottom;TXT1
1140;;THT;72.6017;-63.6639;180;Bottom;J122
1141;;;22.5485;-62.4929;-90;Bottom;TXT2
1142;;;26.2326;-67.6855;0;Bottom;Via47
1143;;;84.6709;-48.1586;0;Bottom;Copper Fill37
1144;;;111.735;-65.5703;0;Bottom;Copper Fill176
1145;;;84.9489;-8.27778;0;Top;blkr15
1146;;;88.5029;-16.0954;0;Bottom;TXT2
1147;;;75.4239;-69.3789;0;Top;blkr46
1148;;;12.2767;-36.2531;0;Bottom;Via261
1149;;;57.1246;-3.5943;0;Bottom;Copper Fill78
1150;;;96.9453;-87.3169;90;Bottom;TXT1
1151;;;46.9392;-62.6747;0;Bottom;Copper Fill184
1152;;;107.612;-41.9494;-90;Bottom;TXT2
1153;;THT;35.1367;-49.9056;-90;Bottom;SPI
1154;;THT;107.103;-73.0831;0;Bottom;UART232
1155;;;40.2167;-26.4105;0;Bottom;Via212
1156;;;80.7747;-92.4073;0;Bottom;TXT2
1157;;;81.1276;-64.2605;0;Bottom;Via270
1158;;;96.4806;-38.6064;0;Bottom;TXT1
1159;;;26.2326;-72.7655;0;Bottom;Via34
1160;;;80.1269;-37.9411;0;Bottom;TXT1
1161;;;3.34009;-35.4221;0;Bottom;TXT2
1162;;;8.11207;-57.9201;0;Bottom;TXT2
1163;;;83.5914;-54.7499;0;Bottom;Copper Fill149
1164;;THT;102.517;-47.295;180;Bottom;J107
1165;;;53.7255;-88.158;-90;Bottom;TXT1
1166;;;32.5967;-34.0305;0;Bottom;Via206
1167;;;35.1367;-26.4105;0;Bottom;Via210
1168;;;108.61;-57.2391;0;Bottom;Copper Fill119
1169;;;105.316;-98.8241;0;Top;blkr5
1170;2.2k;0805 [SMD];71.9203;-10.014;-125.058;Bottom;R5
1171;;;1.1938;-12.4843;0;Bottom;Copper Fill50
1172;;;64.1159;-98.1221;0;Bottom;TXT2
1173;;;94.289;-43.1635;0;Bottom;TXT2
1174;;;28.1517;-79.7506;0;Top;Pad10
1175;;;84.996;-8.32491;0;Bottom;blkr16
1176;;;69.9166;-29.5446;0;Bottom;TXT2
1177;;THT;105.057;-47.295;180;Bottom;J114
1178;;;118.462;-37.4381;0;Top;Pad51
1179;;;104.889;-2.9466;0;Bottom;Copper Fill185
1180;;;65.6205;-19.3404;0;Bottom;TXT1
1181;;;69.3781;-17.4683;0;Bottom;TXT2
1182;;;15.8515;-81.8437;0;Bottom;Via10
1183;;;60.5018;-4.07976;90;Bottom;TXT2
1184;;;37.2949;-85.1463;0;Bottom;TXT1
1185;;;64.7954;-75.9843;0;Bottom;Copper Fill100
1186;;;47.8367;-21.3305;0;Bottom;Via176
1187;;;95.4617;-21.9655;0;Bottom;Via227
1188;;;39.6051;-17.7322;0;Bottom;blkr18
1189;;;119.202;-6.9979;0;Bottom;Copper Fill215
1190;;;55.7389;-92.1683;0;Bottom;Via22
1191;;;56.8677;-67.5091;0;Bottom;TXT2
1192;;;63.092;-19.284;0;Bottom;TXT1
1193;;;6.742;-24.9431;0;Bottom;TXT1
1194;;;8.8773;-83.2868;0;Bottom;Copper Fill108
1195;;;44.4217;-18.72;0;Bottom;Pad47
1196;;;22.6283;-39.9468;0;Bottom;TXT2
1197;;;32.4922;-38.709;0;Bottom;TXT1
1198;;;68.1771;-19.3698;0;Bottom;TXT1
1199;;;97.3667;-67.6855;0;Bottom;Via92
1200;;;20.1496;-62.4929;-90;Bottom;TXT2
1201;;;111.735;-68.0595;0;Bottom;Copper Fill193
1202;;;33.8526;-75.3055;0;Bottom;Via40
1203;;;84.4296;-33.4647;0;Bottom;Copper Fill190
1204;;;98.4377;-35.5094;0;Bottom;Copper Fill179
